Reaction ID,Reaction name,Reaction equation,EC number,Enzyme molar mass [g/mol],Turnover number (kcat) [1/s]
LYXtex_b,L-Lyxose transport via diffusion (extracellular to periplasm),lyx__L_p  -> lyx__L_e ,,39959.4825,100000000
MANtex_b,D-mannose transport via diffusion (extracellular to periplasm),man_p  -> man_e ,,39959.4825,100000000
MAN6Ptex_b,Mannose 6-phosphate transport via diffusion (extracellular to periplasm),man6p_p  -> man6p_e ,,39959.4825,100000000
MELIBtex_b,Melibiose transport via diffusion (extracellular to periplasm),melib_p  -> melib_e ,,39959.4825,100000000
DMSOtex_b,Dimethyl sulfoxide transport via diffusion (extracellular to periplasm),dmso_p  -> dmso_e ,,39959.4825,100000000
DURItex_b,Deoxyuridine transport via diffusion (extracellular to periplasm),duri_p  -> duri_e ,,33587.89,100000000
FRUtex_b,D-fructose transport via diffusion (extracellular to periplasm),fru_p  -> fru_e ,,39959.4825,100000000
FUCtex_b,L-fucose transport via diffusion (extracellular to periplasm),fuc__L_p  -> fuc__L_e ,,39959.4825,100000000
FUMtex_b,Fumarate transport via diffusion (extracellular to periplasm),fum_p  -> fum_e ,,39959.4825,100000000
ACACT5r_b,Acetyl-CoA C-acyltransferase (decanoyl-CoA) (r),3oddcoa_c + coa_c  -> accoa_c + dcacoa_c ,2.3.1.16,43702.130000000005,14.8
FE2tex_b,Iron (II) transport via diffusion (extracellular to periplasm),fe2_p  -> fe2_e ,,39959.4825,100000000
NMNtex_b,NMN transport via diffusion (extracellular to periplasm),nmn_p  -> nmn_e ,,39959.4825,100000000
NO2tex_b,Nitrite transport via diffusion (extracellular to periplasm),no2_p  -> no2_e ,,39959.4825,100000000
MTHFC_b,Methenyltetrahydrofolate cyclohydrolase,h_c + 10fthf_c  -> h2o_c + methf_c ,3.5.4.9,31042.839999999997,134
MTHFD_b,Methylenetetrahydrofolate dehydrogenase (NADP),methf_c + nadph_c  -> nadp_c + mlthf_c ,1.5.1.5,31042.839999999997,14
BUTt2rpp_b,"Butyrate transport via proton symport, reversible (periplasm)",h_c + but_c  -> h_p + but_p ,,47526.44,22
GDPtex_b,GDP transport via diffusion (extracellular to periplasm),gdp_p  -> gdp_e ,,39959.4825,100000000
TMAtex_b,Trimethylamine transport via diffusion (extracellular to periplasm),tma_p  -> tma_e ,,39959.4825,100000000
TMAOtex_b,Trimethylamine N-oxide transport via diffusion (extracellular to periplasm),tmao_p  -> tmao_e ,,39959.4825,100000000
TREtex_b,Trehalose transport via diffusion (extracellular to periplasm),tre_p  -> tre_e ,,39959.4825,100000000
ACACT6r_b,Acetyl-CoA C-acyltransferase (dodecanoyl-CoA) (r),3otdcoa_c + coa_c  -> accoa_c + ddcacoa_c ,2.3.1.16,43702.130000000005,14.8
TRPtex_b,L-tryptophan transport via diffusion (extracellular to periplasm),trp__L_p  -> trp__L_e ,,39959.4825,100000000
TSULtex_b,Thiosulfate transport via diffusion (extracellular to periplasm),tsul_p  -> tsul_e ,,39959.4825,100000000
TYRtex_b,L-tyrosine transport via diffusion (extracellular to periplasm),tyr__L_p  -> tyr__L_e ,,39959.4825,100000000
URAtex_b,Uracil transport via diffusion (extracellular to periplasm),ura_p  -> ura_e ,,39959.4825,100000000
UREAtex_b,Urea transport via diffusion (extracellular to periplasm),urea_p  -> urea_e ,,39959.4825,100000000
URItex_b,Uridine transport via diffusion (extracellular to periplasm),uri_p  -> uri_e ,,33587.89,100000000
VALtex_b,L-valine transport via diffusion (extracellular to periplasm),val__L_p  -> val__L_e ,,39959.4825,100000000
XANtex_b,Xanthine transport via diffusion (extracellular to periplasm),xan_p  -> xan_e ,,39959.4825,100000000
XYLtex_b,D-xylose transport via diffusion (extracellular to periplasm),xyl__D_p  -> xyl__D_e ,,39959.4825,100000000
ABUTtex_b,4-aminobutyrate transport via diffusion (extracellular to periplasm),4abut_p  -> 4abut_e ,,39959.4825,100000000
GGGABADr_b,Gamma-glutamyl-gamma aminobutyric acid dehydrogenase,gg4abut_c + 2 h_c + nadph_c  -> nadp_c + h2o_c + ggbutal_c ,1.2.1.5,53417.08000000001,26.1
MALTATr_b,Maltose O-acetyltransferase,acmalt_c + coa_c  -> accoa_c + malt_c ,2.3.1.79,20095.39,109.46666666666665
23CAMPtex_b,23cAMP transport via diffusion (extracellular to periplasm),23camp_p  -> 23camp_e ,,39959.4825,100000000
23CCMPtex_b,23cCMP transport via diffusion (extracellular to periplasm),23ccmp_p  -> 23ccmp_e ,,39959.4825,100000000
23CUMPtex_b,23cUMP transport via diffusion (extracellular to periplasm),23cump_p  -> 23cump_e ,,39959.4825,100000000
23CGMPtex_b,23cGMP transport via diffusion (extracellular to periplasm),23cgmp_p  -> 23cgmp_e ,,39959.4825,100000000
3AMPtex_b,3AMP transport via diffusion (extracellular to periplasm),3amp_p  -> 3amp_e ,,39959.4825,100000000
3CMPtex_b,3CMP transport via diffusion (extracellular to periplasm),3cmp_p  -> 3cmp_e ,,39959.4825,100000000
ALAGLUE_b,L-alanyl-gamma-glutamate epimerase,LalaLglu_c  -> LalaDglu_c ,5.1.1.20,34673.08,17
ETHSO3tex_b,Ethanesulfonate transport via diffusion (extracellular to periplasm),ethso3_p  -> ethso3_e ,,39959.4825,100000000
BUTSO3tex_b,Butanesulfonate transport via diffusion (extracellular to periplasm),butso3_p  -> butso3_e ,,39959.4825,100000000
LIPOtex_b,Lipoate transport via diffusion (extracellular to periplasm),lipoate_p  -> lipoate_e ,,39959.4825,100000000
GALBDtex_b,Beta D-galactose transport via diffusion (extracellular to periplasm),gal_bD_p  -> gal_bD_e ,,39959.4825,100000000
SULFACtex_b,Sulfoaceate transport via diffusion (extracellular to periplasm),sulfac_p  -> sulfac_e ,,39959.4825,100000000
NOtex_b,Nitric oxide transport via diffusion (extracellular to periplasm),no_p  -> no_e ,,39959.4825,100000000
N2Otex_b,Nitrious oxide transport via diffusion (extracellular to periplasm),n2o_p  -> n2o_e ,,39959.4825,100000000
CRNt2rpp_b,L-carnitine outward transport (H+ antiport),h_c + crn_c  -> h_p + crn_p ,,54844.33,22
CRNDt2rpp_b,D-carnitine outward transport (H+ antiport),h_c + crn__D_c  -> h_p + crn__D_p ,,54844.33,22
CTBTt2rpp_b,Cronobetaine outward transport (H+ antiport),h_c + ctbt_c  -> ctbt_p + h_p ,,54844.33,22
PEAMNtex_b,Phenethylamine transport via diffusion (extracellular to periplasm),peamn_p  -> peamn_e ,,39959.4825,100000000
PACALDtex_b,Phenethylacetaldehyde transport via diffusion (extracellular to periplasm),pacald_p  -> pacald_e ,,39959.4825,100000000
CYANtex_b,Cyanide transport via diffusion (extracellular to periplasm),cyan_p  -> cyan_e ,,39959.4825,100000000
SO3tex_b,Sulfite transport via diffusion (extracellular to periplasm),so3_p  -> so3_e ,,39959.4825,100000000
TCYNTtex_b,Thiocyanate transport via diffusion (extracellular to periplasm),tcynt_p  -> tcynt_e ,,39959.4825,100000000
METSOX1tex_b,L-methionine S-oxide diffusion (extracellular),metsox_S__L_p  -> metsox_S__L_e ,,39959.4825,100000000
METSOX2tex_b,L-methionine R-oxide diffusion (extracellular),metsox_R__L_p  -> metsox_R__L_e ,,39959.4825,100000000
3UMPtex_b,3UMP transport via diffusion (extracellular to periplasm),3ump_p  -> 3ump_e ,,39959.4825,100000000
3GMPtex_b,3GMP transport via diffusion (extracellular to periplasm),3gmp_p  -> 3gmp_e ,,39959.4825,100000000
DOPAtex_b,Dopamine transport via diffusion (extracellular to periplasm),dopa_p  -> dopa_e ,,39959.4825,100000000
4HOXPACDtex_b,4-hydroxyphenylacetaldehyde transport via diffusion (extracellular to periplasm),4hoxpacd_p  -> 4hoxpacd_e ,,39959.4825,100000000
ETHAtex_b,Ethanolamine transport via diffusion (extracellular),etha_p  -> etha_e ,,39959.4825,100000000
G3PStex_b,Glycerophosphserine transport via diffusion (extracellular to periplasm),g3ps_p  -> g3ps_e ,,39959.4825,100000000
ACGAL1Ptex_b,N-acetyl-D-galactosamine 1-phosphate transport via diffusion (extracellular to periplasm),acgal1p_p  -> acgal1p_e ,,39959.4825,100000000
ACGALtex_b,N-acetyl-D-galactosamine transport via diffusion (extracellular to periplasm),acgal_p  -> acgal_e ,,39959.4825,100000000
GLCUR1Ptex_b,D-glucuronate 1-phosphate transport via diffusion (extracellular to periplasm),glcur1p_p  -> glcur1p_e ,,39959.4825,100000000
UDPGLCURtex_b,UDP-D-glucuronate transport via diffusion (extracellular to periplasm),udpglcur_p  -> udpglcur_e ,,39959.4825,100000000
ISETACtex_b,Isethionate transport via diffusion (extracellular to periplasm),isetac_p  -> isetac_e ,,39959.4825,100000000
UDPGtex_b,UDPglucose transport via diffusion (extracellular to periplasm),udpg_p  -> udpg_e ,,39959.4825,100000000
UDPGALtex_b,UDPgalactose transport via diffusion (extracellular to periplasm),udpgal_p  -> udpgal_e ,,39959.4825,100000000
ACGAM1Ptex_b,N-acetyl-D-glucosamine 1-phosphate transport via diffusion (extracellular to periplasm),acgam1p_p  -> acgam1p_e ,,39959.4825,100000000
UACGAMtex_b,UDP-N-acetyl-D-glucosamine transport via diffusion (extracellular to periplasm),uacgam_p  -> uacgam_e ,,39959.4825,100000000
UDPACGALtex_b,UDP-N-acetyl-D-galactosamine transport via diffusion (extracellular to periplasm),udpacgal_p  -> udpacgal_e ,,39959.4825,100000000
CBLAT_b,Cob(I)alamin adenosyltransferase,adocbl_c + pppi_c  -> h_c + cbl1_c + atp_c ,2.5.1.17,21998.239999999998,0.11
MSO3tex_b,Methanesulfonate transport via diffusion (extracellular to periplasm),mso3_p  -> mso3_e ,,39959.4825,100000000
ARABDI_b,L-fucose isomerase,rbl__D_c  -> arab__D_c ,5.3.1.3,64974.729999999996,0.0287
GLYC2Ptex_b,Glycerol-2-phosphate transport via diffusion (extracellular to periplasm),glyc2p_p  -> glyc2p_e ,,39959.4825,100000000
PSERtex_b,Phospho-L-serine transport via diffusion (extracellular to periplasm),pser__L_p  -> pser__L_e ,,39959.4825,100000000
R5Ptex_b,Ribose 5-phosphate transport via diffusion (extracellular to periplasm),r5p_p  -> r5p_e ,,39959.4825,100000000
THRPtex_b,Phospho-L-threonine transport via diffusion (extracellular to periplasm),thrp_p  -> thrp_e ,,39959.4825,100000000
TYRPtex_b,Phopho-L-tyrosine transport via diffusion (extracellular to periplasm),tyrp_p  -> tyrp_e ,,39959.4825,100000000
CITtex_b,Citrate transport via diffusion (extracellular to periplasm),cit_p  -> cit_e ,,39959.4825,100000000
ACGAtex_b,N-Acetyl-D-glucosamine transport via diffusion (extracellular to periplasm),acgam_p  -> acgam_e ,,39959.4825,100000000
IDONt2rpp_b,"L-idonate transport via proton symport, reversible (periplasm)",h_c + idon__L_c  -> h_p + idon__L_p ,3.6.3,46040.200000000004,59.36758823529412
G6Ptex_b,Glucose 6-phosphate transport via diffusion (extracellular to periplasm),g6p_p  -> g6p_e ,,39959.4825,100000000
MOBDtex_b,Molybdate transport via diffusion (extracellular to periplasm),mobd_p  -> mobd_e ,,39959.4825,100000000
NI2tex_b,Nickel transport via diffusion (extracellular to periplasm),ni2_p  -> ni2_e ,,39959.4825,100000000
L_LACt2rpp_b,L-lactate reversible transport via proton symport (periplasm),h_c + lac__L_c  -> h_p + lac__L_p ,,59042.63500000001,22
NH4tpp_b,Ammonia reversible transport (periplasm),nh4_c  -> nh4_p ,,44513.67,22
NO2t2rpp_b,"Nitrite transport in via proton symport, reversible (periplasm)",h_c + no2_c  -> h_p + no2_p ,,39126.909999999996,22
FRULYSDG_b,Fructoselysine phosphate deglycase,lys__L_c + g6p_c  -> frulysp_c + h2o_c ,3.5.-.-,38568.09,0.25481666666666664
PROt2rpp_b,L-proline reversible transport via proton symport (periplasm),h_c + pro__L_c  -> h_p + pro__L_p ,,52529.365000000005,22
H2O2tex_b,Hydrogen peroxide transport via diffusion (external),h2o2_p  -> h2o2_e ,,39959.4825,100000000
ALLPI_b,Allose 6-phosphate isomerase,allul6p_c  -> all6p_c ,5.3.1.6,16072.900000000001,2100
ALLULPE_b,Allulose 6-phosphate epimerase,f6p_c  -> allul6p_c ,5.1.3.-,26108.45,9201.8125
ADEtex_b,Adenine transport via diffusion (extracellular to periplasm),ade_p  -> ade_e ,,39959.4825,100000000
ADNtex_b,Adenosine transport via diffusion (extracellular to periplasm),adn_p  -> adn_e ,,33587.89,100000000
AGMtex_b,Agmatine transport via diffusion (extracellular to periplasm),agm_p  -> agm_e ,,39959.4825,100000000
ALAtex_b,L-alanine transport via diffusion (extracellular to periplasm),ala__L_p  -> ala__L_e ,,39959.4825,100000000
BALAtex_b,Beta-alanine transport via diffusion (extracellular to periplasm),ala_B_p  -> ala_B_e ,,39959.4825,100000000
DALAtex_b,D-Alanine transport via diffusion (extracellular to periplasm),ala__D_p  -> ala__D_e ,,39959.4825,100000000
AMPtex_b,AMP transport via diffusion (extracellular to periplasm),amp_p  -> amp_e ,,39959.4825,100000000
ARBtex_b,L-arabinose transport via diffusion (extracellular to periplasm),arab__L_p  -> arab__L_e ,,39959.4825,100000000
ARGtex_b,L-arginine transport via diffusion (extracellular to periplasm),arg__L_p  -> arg__L_e ,,39959.4825,100000000
ASCBtex_b,L-ascorbate transport via diffusion (extracellular to periplasm),ascb__L_p  -> ascb__L_e ,,39959.4825,100000000
MMETtex_b,S-methyl-L-methionine transport via diffusion (extracellular to periplasm),mmet_p  -> mmet_e ,,39959.4825,100000000
FE3tex_b,Iron (III) transport via diffusion (extracellular to periplasm),fe3_p  -> fe3_e ,,39959.4825,100000000
MG2tex_b,Magnesium (Mg+2) transport via diffusion (extracellular to periplasm),mg2_p  -> mg2_e ,,39959.4825,100000000
Zn2tex_b,Zinc (Zn+2) transport via diffusion (extracellular to periplasm),zn2_p  -> zn2_e ,,39959.4825,100000000
CD2tex_b,Cadmium (Cd+2) transport via diffusion (extracellular to periplasm),cd2_p  -> cd2_e ,,39959.4825,100000000
GLUABUTt7pp_b,4-aminobutyrate/glutamate antiport (periplasm),4abut_p + glu__L_c  -> 4abut_c + glu__L_p ,,55075.24,22
GLUt2rpp_b,"L-glutamate transport via proton symport, reversible (periplasm)",h_c + glu__L_c  -> h_p + glu__L_p ,,47157.939999999995,22
GLYALDtpp_b,Glyceraldehyde facilitated diffusion (periplasm),glyald_c  -> glyald_p ,,29779.22,100000000
DHPTPE_b,Dihydroneopterin triphosphate 2'-epimerase,dhmptp_c  -> ahdt_c ,5.1.99.-,14081.640000000003,933.676
ASO3tex_b,Arsenite transport via diffusion (extracellular to periplasm),aso3_p  -> aso3_e ,,39959.4825,100000000
MANGLYCtex_b,2-O-alpha-mannosyl-D-glycerate transport via diffusion (extracellular to periplasm),manglyc_p  -> manglyc_e ,,39959.4825,100000000
FRUURt2rpp_b,"D-fructuronate transport via proton symport, reversible (periplasm)",h_c + fruur_c  -> h_p + fruur_p ,,47136.84,22
FRUURtex_b,D-fructuronate transport via diffusion (extracellular),fruur_p  -> fruur_e ,,39959.4825,100000000
GLYCAt2rpp_b,"D-glycerate transport via proton symport, reversible (periplasm)",h_c + glyc__R_c  -> h_p + glyc__R_p ,,49074.31,22
GLYCAtex_b,D-glycerate transport via diffusion (extracellular to periplasm),glyc__R_p  -> glyc__R_e ,,39959.4825,100000000
FALDH2_b,Formaldehyde dehydrogenase,h_c + Sfglutth_c + nadh_c  -> nad_c + hmgth_c ,"1.1.1.1, 1.1.1.284",39357.79,93.75
GLYCtpp_b,Glycerol transport via channel (periplasm),glyc_p  -> glyc_c ,,29779.22,22
H2Otpp_b,H2O transport via diffusion (periplasm),h2o_c  -> h2o_p ,,23702.22,100000000
HCINNMt2rpp_b,"3-hydroxycinnamic acid transport via proton symport, reversible (periplasm)",h_c + 3hcinnm_c  -> h_p + 3hcinnm_p ,,41549.74999999999,22
HISt2rpp_b,L-histidine reversible transport via proton symport (periplasm),h_c + his__L_c  -> h_p + his__L_p ,,49688.92999999999,22
CBIAT_b,Cobinamide adenyltransferase,pppi_c + adocbi_c  -> h_c + atp_c + cbi_c ,2.5.1.17,21998.239999999998,0.11
COBALT2tex_b,Cobalt (Co+2) transport via diffusion (extracellular to periplasm),cobalt2_p  -> cobalt2_e ,,39959.4825,100000000
DIMPtex_b,DIMP transport via diffusion (extracellular to periplasm),dimp_p  -> dimp_e ,,39959.4825,100000000
GALURt2rpp_b,"D-galacturonate transport via proton symport, reversible (periplasm)",h_c + galur_c  -> h_p + galur_p ,,46891.17,22
GLCNt2rpp_b,"D-gluconate transport via proton symport, reversible (periplasm)",h_c + glcn_c  -> h_p + glcn_p ,,46389.33750000001,22
GLCRt2rpp_b,"D-glucarate transport via proton symport, reversible (periplasm)",h_c + glcr_c  -> h_p + glcr_p ,,49074.31,22
GLCURt2rpp_b,"D-glucuronate transport via proton symport, reversible (periplasm)",h_c + glcur_c  -> h_p + glcur_p ,,40279.79,22
XTSNtex_b,Xanthosine transport via diffusion (extracellular to periplasm),xtsn_p  -> xtsn_e ,,39959.4825,100000000
GLUDy_b,Glutamate dehydrogenase (NADP),h_c + akg_c + nh4_c + nadph_c  -> nadp_c + glu__L_c + h2o_c ,"1.4.1.13, 1.4.1.4",131933.765,190
UREAtpp_b,Urea transport via facilitate diffusion (periplasm),urea_c  -> urea_p ,,29779.22,100000000
PPPNt2rpp_b,"3-phenylpropionate transport via proton symport, reversible (periplasm)",h_c + pppn_c  -> pppn_p + h_p ,,41591.73,22
PTRCORNt7pp_b,Putrescine/ornithine antiporter (periplasm),orn_p + ptrc_c  -> ptrc_p + orn_c ,,46493.590000000004,22
HG2tex_b,Mercury (Hg+2) transport via diffusion (extracellular to periplasm),hg2_p  -> hg2_e ,,39959.4825,100000000
DADNtex_b,Deoxyadenosine transport via diffusion (extracellular to periplasm),dad_2_p  -> dad_2_e ,,33587.89,100000000
DHAtex_b,Dihydroxyacetone transport via diffusion (extracellular to periplasm),dha_p  -> dha_e ,,39959.4825,100000000
ETOHtex_b,Ethanol transport via diffusion (extracellular to periplasm),etoh_p  -> etoh_e ,,39959.4825,100000000
HACD3_b,3-hydroxyacyl-CoA dehydrogenase (3-oxooctanoyl-CoA),nad_c + 3hocoa_c  -> h_c + 3oocoa_c + nadh_c ,1.1.1.35,78330.795,0.004
ACACtex_b,Acetoacetate transport via diffusion (extracellular to periplasm),acac_p  -> acac_e ,,39959.4825,100000000
ACNAMtex_b,N-acetylneuraminate transport via diffusion (extracellular to periplasm),acnam_p  -> acnam_e ,,35861.956666666665,100000000
H2Stex_b,H2s transport via diffusion (extracellular to periplasm),h2s_p  -> h2s_e ,,39959.4825,100000000
E4PD_b,Erythrose 4-phosphate dehydrogenase,2 h_c + nadh_c + 4per_c  -> nad_c + e4p_c + h2o_c ,1.2.1.12,36414.825000000004,73.6
DADK_b,Deoxyadenylate kinase,dadp_c + adp_c  -> atp_c + damp_c ,2.7.4.3,23585.280000000002,783
4PEPTtex_b,LalaDgluMdapDala (pentapeptide) transport via diffusion (extracellular to periplasm),LalaDgluMdapDala_p  -> LalaDgluMdapDala_e ,,39959.4825,100000000
CRNCAR_b,Carnitine-CoA racemase,crnDcoa_c  -> crncoa_c ,4.2.1.149,28189.389999999996,368.4865
GLYCLTt2rpp_b,"Glycolate transport via proton symport, reversible (periplasm)",h_c + glyclt_c  -> h_p + glyclt_p ,,59042.63500000001,22
HPPPNt2rpp_b,"3-(3-hydroxyphenyl)propionate transport via proton symport, reversible (periplasm)",h_c + 3hpppn_c  -> h_p + 3hpppn_p ,,41549.74999999999,22
DHFR_b,Dihydrofolate reductase,thf_c + nadp_c  -> h_c + nadph_c + dhf_c ,1.5.1.3,22173.189999999995,22.600000000000005
TYRTA_b,Tyrosine transaminase,34hpp_c + glu__L_c  -> akg_c + tyr__L_c ,2.6.1.1,40400.39333333333,670
PUNP4_b,Purine-nucleoside phosphorylase (Deoxyguanosine),2dr1p_c + gua_c  -> pi_c + dgsn_c ,2.4.2.1,27891.445000000003,111
AMAOTr_b,Adenosylmethionine-8-amino-7-oxononanoate transaminase,dann_c + amob_c  -> amet_c + 8aonn_c ,2.6.1.62,47334.3,0.283
ARGORNt7pp_b,Arginine/ornithine antiporter (periplasm),arg__L_c + orn_p  -> orn_c + arg__L_p ,,49500.32,22
CU2tex_b,Copper (Cu+2) transport via diffusion (extracellular to periplasm),cu2_p  -> cu2_e ,,39959.4825,100000000
GLCATr_b,D-glucose O-acetyltransferase,acglc__D_c + coa_c  -> accoa_c + glc__D_c ,2.3.1.79,20095.39,109.46666666666665
ALAALAr_b,D-alanine-D-alanine ligase (reversible),h_c + adp_c + pi_c + alaala_c  -> atp_c + 2 ala__D_c ,6.3.2.4,36076.700000000004,14.7
CLtex_b,Chloride (Cl-1) transport via diffusion (extracellular to periplasm),cl_p  -> cl_e ,,39959.4825,100000000
ACACT1r_b,Acetyl-CoA C-acetyltransferase,aacoa_c + coa_c  -> 2 accoa_c ,"2.3.1.16, 2.3.1.9",42585.246666666666,47.4
SUCOAS_b,Succinyl-CoA synthetase (ADP-forming),adp_c + pi_c + succoa_c  -> atp_c + succ_c + coa_c ,6.2.1.5,71150.15999999999,201
GALKr_b,Galactokinase,h_c + adp_c + gal1p_c  -> atp_c + gal_c ,2.7.1.6,41440.92,0.195
YUMPS_b,YUMP synthetase,h2o_c + psd5p_c  -> r5p_c + ura_c ,4.2.1.70,32908.98999999999,0.00833
ADSL1r_b,Adenylsuccinate lyase,fum_c + amp_c  -> dcamp_c ,4.3.2.2,51541.29000000001,2.9
AICART_b,Phosphoribosylaminoimidazolecarboxamide formyltransferase,thf_c + fprica_c  -> 10fthf_c + aicar_c ,2.1.2.3,57327.48999999999,5
PROtex_b,L-proline transport via diffusion (extracellular to periplasm),pro__L_p  -> pro__L_e ,,39959.4825,100000000
SBTtex_b,D-sorbitol transport via diffusion (extracellular to periplasm),sbt__D_p  -> sbt__D_e ,,39959.4825,100000000
PGM_b,Phosphoglycerate mutase,3pg_c  -> 2pg_c ,"5.4.2.11, 5.4.2.12",42373.855,275
TPI_b,Triose-phosphate isomerase,g3p_c  -> dhap_c ,5.3.1.1,26971.149999999994,9000
RPI_b,Ribose-5-phosphate isomerase,ru5p__D_c  -> r5p_c ,5.3.1.6,19466.33,8
PERD_b,Erythronate 4-phosphate (4per) dehydrogenase,h_c + ohpb_c + nadh_c  -> nad_c + 4per_c ,1.1.1.290,41366.409999999996,1
AKGtex_b,Alpha-ketoglutarate transport via diffusion (extracellular to periplasm),akg_p  -> akg_e ,,39959.4825,100000000
ALLTNtex_b,Allantoin transport via diffusion (extracellular to periplasm),alltn_p  -> alltn_e ,,39959.4825,100000000
ASNtex_b,L-asparagine transport via diffusion (extracellular to periplasm),asn__L_p  -> asn__L_e ,,39959.4825,100000000
ATHRDHr_b,L-allo-threonine dehydrogenase,h_c + 2aobut_c + nadph_c  -> nadp_c + athr__L_c ,1.1.1.381,27248.15,3.78
LSERDHr_b,L-serine dehydrogenase,h_c + 2amsa_c + nadph_c  -> ser__L_c + nadp_c ,1.1.1.381,27248.15,3.78
DSERDHr_b,D-serine dehydrogenase,h_c + 2amsa_c + nadph_c  -> nadp_c + ser__D_c ,1.1.1.381,27248.15,3.78
TYMtex_b,Tyramine transport via diffusion (extracellular to periplasm),tym_p  -> tym_e ,,39959.4825,100000000
CMPtex_b,CMP transport via diffusion (extracellular to periplasm),cmp_p  -> cmp_e ,,39959.4825,100000000
DUMPtex_b,DUMP transport via diffusion (extracellular to periplasm),dump_p  -> dump_e ,,39959.4825,100000000
XMPtex_b,XMP transport via diffusion (extracellular to periplasm),xmp_p  -> xmp_e ,,39959.4825,100000000
3PEPTtex_b,LalaDgluMdap (tripeptide) transport via diffusion (extracellular to periplasm),LalaDgluMdap_p  -> LalaDgluMdap_e ,,39959.4825,100000000
